"","prl_multi.id_x","prl_multi.x1","prl_multi.x2","prl_multi.f_name_nysiis","prl_multi.l_name_nysiis","prl_multi.year","prl_multi.g","prl_multi.id_y","prl_multi.y","prl_multi.f_name_nysiis_1","prl_multi.l_name_nysiis_1","prl_multi.year_1","prl_multi.true_match","prl_multi.posterior","prl_multi.n"
"11",38,FALSE,0.325670933836246,"VACTAR","ASANFA",1902,2.64913730588105,38,-0.276563562108516,"VACTAR","ASANFA",1902,TRUE,0.8411341260305,1
"12",40,FALSE,-0.123484847281766,"ANDR","CANG",1922,2.47196859931986,40,-2.24186376345337,"ANDR","CANG",1921,TRUE,0.8411341260305,1
"13",41,TRUE,0.869764824189958,"SANANT","CRASTA",1924,3.23588181771346,41,7.05622055453759,"SANANT","CRASTA",1924,TRUE,0.8411341260305,1
"14",45,FALSE,-0.0244531946766367,"JASAC","CARY",1902,2.99408116412323,45,0.50249716011799,"JASAC","CARY",1901,TRUE,0.8411341260305,1
"15",47,TRUE,0.513382462286282,"ALAXAN","WALTAN",1909,3.32134730130411,47,2.78858488819425,"ALAXAN","WALTAN",1909,TRUE,0.8411341260305,3
"16",985,TRUE,0.922930258018578,"CAL","WABSTA",1923,3.31631505661596,48,6.15412287008933,"CAL","WABSTA",1923,FALSE,0.8411341260305,1
"17",53,FALSE,-1.04368437227454,"BRANDA","MALAN",1922,1.48512518908279,53,2.54726134211178,"BRANDA","MALAN",1922,TRUE,0.8411341260305,2
"18",104,FALSE,0.212784409220577,"JASAF","ANDARS",1920,1.59605422697049,59,4.24725573623829,"JASAF","ANDARS",1920,FALSE,0.8411341260305,2
"19",61,FALSE,0.365815885606774,"HANAH","MALAN",1906,1.54818751655496,61,1.15502357592593,"HANAH","MALAN",1906,TRUE,0.8411341260305,1
"20",62,FALSE,1.53410553350012,"JASAC","ANDARS",1900,2.82009826150641,62,2.63793598807401,"JASAC","ANDARS",1900,TRUE,0.8411341260305,1
"21",64,TRUE,0.997300551866138,"ELASAB","MALAN",1905,1.09897191834275,64,4.30999299622882,"ELASAB","MALAN",1905,TRUE,0.8411341260305,1
"22",65,FALSE,-0.195686454002108,"HANAH","CANG",1924,3.27359832234423,65,2.93678934302227,"HANAH","CANG",1924,TRUE,0.8411341260305,2
"23",69,FALSE,-0.785077046124528,"TALAR","WALAN",1910,0.205470487616065,69,-0.70455795178692,"TALAR","WALAN",1911,TRUE,0.8411341260305,2
"24",71,FALSE,1.9710727620539,"JASAC","WALPAR",1907,0.599520726820141,71,5.09294269079549,"JASAC","WALPAR",1907,TRUE,0.8411341260305,1
"25",74,FALSE,0.635874602389406,"MADASA","GADWAN",1902,3.37246754009173,74,1.73102887371269,"MADASA","GADWAN",1902,TRUE,0.8411341260305,2
"26",77,FALSE,2.06690938152713,"ZACARY","SARNAN",1919,2.48583585626803,77,4.60823612346191,"ZACARY","SARNAN",1920,TRUE,0.8411341260305,2
"27",541,TRUE,1.28211710629075,"EN","ANDARS",1903,2.85545742373283,78,1.13977131274025,"EN","ANDARS",1902,FALSE,0.8411341260305,2
"28",82,FALSE,-1.27139965087436,"JAN","CRASTA",1919,2.67315548524233,82,-0.589319327122587,"JAN","CRASTA",1919,TRUE,0.8411341260305,1
"29",85,TRUE,0.232896956302416,"ANDR","WALAN",1909,-0.217217788106499,85,1.96197464917199,"ANDR","WALAN",1910,TRUE,0.8411341260305,1
"30",796,TRUE,-1.61994398542999,"JASAF","WABSTA",1915,2.18923081430635,88,0.736035079108145,"JASAF","WABSTA",1916,FALSE,0.8411341260305,2
"31",91,TRUE,-2.15858418229761,"JACAB","BRADY",1920,3.19122932498066,91,-1.25590787570472,"JACAB","BRADY",1920,TRUE,0.8411341260305,1
"32",74,FALSE,0.635874602389406,"MADASA","GADWAN",1902,3.37246754009173,94,0.836098321700879,"MADASA","GADWAN",1901,FALSE,0.8411341260305,2
"33",97,TRUE,-0.139526070324541,"NACAL","AVAL",1916,1.78385756967546,97,1.95247466769912,"NACAL","AVAL",1916,TRUE,0.8411341260305,1
"34",98,TRUE,-1.15850335514952,"VACTAR","SNAT",1903,3.34098669345467,98,1.53170477124012,"VACTAR","SNAT",1904,TRUE,0.8411341260305,2
"35",99,TRUE,-3.08148578538591,"ALAXAN","ASANFA",1918,0.790405558319215,99,-1.85570934735412,"ALAXAN","ASANFA",1919,TRUE,0.8411341260305,1
"36",100,TRUE,-2.34028252616645,"SARAH","TAD",1904,1.93126208711467,100,-1.87125685276895,"SARAH","TAD",1904,TRUE,0.8411341260305,1
"37",102,TRUE,-1.25112367319742,"ALAS","FASAR",1901,3.1212011786692,102,0.437517996761441,"ALAS","FASAR",1901,TRUE,0.8411341260305,2
"38",103,FALSE,1.97142028585009,"NACAL","BRADY",1911,1.32537624404591,103,4.2918074899786,"NACAL","BRADY",1911,TRUE,0.8411341260305,1
"39",104,FALSE,0.212784409220577,"JASAF","ANDARS",1920,1.59605422697049,104,0.848020772823761,"JASAF","ANDARS",1920,TRUE,0.8411341260305,2
"40",107,TRUE,0.181145864195324,"JASTAN","SARNAN",1919,3.00502020628102,107,2.42765561060108,"JASTAN","SARNAN",1919,TRUE,0.8411341260305,1
"41",109,FALSE,2.75201577775132,"EN","CANG",1916,3.0634540763537,109,6.94593744606498,"EN","CANG",1916,TRUE,0.8411341260305,1
"42",120,TRUE,1.52488134136496,"GRAC","CARY",1903,1.94548049573611,120,5.699843533459,"GRAC","CARY",1903,TRUE,0.8411341260305,1
"43",121,FALSE,0.935058955787498,"JAN","WALPAR",1919,1.56640157855485,121,1.10590375640268,"JAN","WALPAR",1919,TRUE,0.8411341260305,1
"44",707,TRUE,2.47117290421755,"ALAS","BRADY",1916,2.60459820370177,125,2.82308955513635,"ALAS","BRADY",1916,FALSE,0.8411341260305,2
"45",963,TRUE,-0.606721444411708,"MADASA","WABSTA",1902,2.11163170617686,128,3.69662270986023,"MADASA","WABSTA",1903,FALSE,0.8411341260305,2
"46",132,TRUE,0.446078912624151,"CRASTA","SARNAN",1902,1.42319497364829,132,1.81533312805892,"CRASTA","SARNAN",1902,TRUE,0.8411341260305,1
"47",134,FALSE,-1.62064582772366,"JA","ASANFA",1902,1.37781644756111,134,-0.103451496689628,"JA","ASANFA",1902,TRUE,0.8411341260305,1
"48",47,TRUE,0.513382462286282,"ALAXAN","WALTAN",1909,3.32134730130411,139,1.9146695653655,"ALAXAN","WALAN",1909,FALSE,0.8411341260305,3
"49",140,TRUE,-1.2520583171733,"ALAX","BRADY",1916,2.23888638876271,140,1.79286616758274,"ALAX","BRADY",1917,TRUE,0.8411341260305,1
"50",142,FALSE,1.24616851837017,"WALAN","ANDARS",1914,2.62127369119015,142,3.50875118662428,"WALAN","ANDARS",1914,TRUE,0.8411341260305,1
"51",144,FALSE,-0.377999856068463,"OLAV","GADWAN",1921,0.871932205130591,144,2.31859172474931,"OLAV","GADWAN",1921,TRUE,0.8411341260305,2
"52",150,TRUE,-1.11169204849863,"JAS","ANDARS",1908,2.19016271721584,150,3.85664225396791,"JAS","ANDARS",1909,TRUE,0.8411341260305,1
"53",367,TRUE,-2.19829535207063,"ANTANY","WALPAR",1924,2.65550141582119,152,1.87013669823655,"ANTANY","WALPAR",1925,FALSE,0.8411341260305,2
"54",152,FALSE,0.165090441994524,"ANTANY","WALPAR",1925,2.65550141582119,152,1.87013669823655,"ANTANY","WALPAR",1925,TRUE,0.8411341260305,2
"55",155,FALSE,2.54873925252453,"VACTAR","AVAL",1921,1.88670477033062,155,3.8162651432833,"VACTAR","AVAL",1921,TRUE,0.8411341260305,1
"56",159,TRUE,0.177883454002093,"RACAL","GADWAN",1903,2.94899200203358,159,3.60396870263554,"RACAL","GADWAN",1903,TRUE,0.8411341260305,1
"57",161,TRUE,0.397401278487704,"ABAGAL","ANDARS",1904,3.32093648763429,161,1.65922451518662,"ABAGAL","ANDARS",1904,TRUE,0.8411341260305,1
"58",164,TRUE,0.101590244065429,"ELASAB","CANP",1908,0.572935645650894,164,2.4282990122241,"ELASAB","CANP",1909,TRUE,0.8411341260305,3
"59",516,TRUE,0.626091352921642,"ELASAB","CANP",1909,0.572935645650894,164,2.4282990122241,"ELASAB","CANP",1909,FALSE,0.8411341260305,3
"60",165,TRUE,1.17660868903891,"RAN","PATAR",1925,2.24179150573192,165,3.15075202690708,"RAN","PATAR",1925,TRUE,0.8411341260305,1
"61",169,TRUE,-1.56917748360422,"JA","CANG",1907,2.52202745029576,169,1.14771207284482,"JA","CANG",1907,TRUE,0.8411341260305,1
"62",649,FALSE,-0.215009965411307,"DAVAD","MALAN",1920,1.67798236643557,170,2.74043716923812,"DAVAD","MALAN",1921,FALSE,0.8411341260305,1
"63",171,FALSE,3.13213331251575,"SARAH","BRADY",1907,1.10222471081424,171,2.24549611308735,"SARAH","BRADY",1907,TRUE,0.8411341260305,1
"64",660,TRUE,0.601851146947224,"MACAL","CANG",1924,2.84770146073733,173,1.93531884501077,"MACAL","CANG",1924,FALSE,0.8411341260305,2
"65",666,TRUE,0.0123093331891736,"ALAX","JASAN",1901,1.29099747122507,174,0.558932160423881,"ALAX","JASAN",1900,FALSE,0.8411341260305,2
"66",178,TRUE,1.49235407809853,"MAT","GADWAN",1907,2.91147904839828,178,2.55418407958252,"MAT","GADWAN",1907,TRUE,0.8411341260305,1
"67",180,TRUE,2.09498782468894,"ANTANY","SNAT",1925,2.32052886612493,180,5.60805795186675,"ANTANY","SNAT",1925,TRUE,0.8411341260305,1
"68",183,TRUE,0.565233384335132,"JASAF","SNAT",1923,2.94797789794519,183,2.60485350606339,"JASAF","SNAT",1923,TRUE,0.8411341260305,1
"69",190,TRUE,0.776133780324932,"JAS","AVAL",1907,1.89093826658461,190,3.91692769499715,"JAS","AVAL",1907,TRUE,0.8411341260305,1
"70",192,FALSE,1.6770937989955,"ABAGAL","CANG",1918,2.55970761767457,192,5.12294630184613,"ABAGAL","CANG",1918,TRUE,0.8411341260305,1
"71",53,FALSE,-1.04368437227454,"BRANDA","MALAN",1922,1.48512518908279,193,1.26571005616893,"BRANDA","MALAN",1922,FALSE,0.8411341260305,2
"72",198,FALSE,0.295345813765397,"DAVAD","TAD",1906,2.15736843983374,198,2.36266430313836,"DAVAD","TAD",1906,TRUE,0.8411341260305,2
"73",560,TRUE,-1.61641075722482,"TALAR","JASAN",1907,1.24146323934375,199,0.0638103822408188,"TALAR","JASAN",1907,FALSE,0.8411341260305,1
"74",202,TRUE,-0.464843223712555,"ASLY","GADWAN",1911,2.95949142926849,202,3.27097978616731,"ASLY","GADWAN",1911,TRUE,0.8411341260305,1
"75",205,TRUE,-0.998352350602608,"SANANT","BRADY",1913,1.0947035111278,205,-0.622174137965519,"SANANT","BRADY",1913,TRUE,0.8411341260305,2
"76",209,TRUE,0.485520994339343,"DAVAD","CANG",1907,2.68508733453391,209,2.01494340770808,"DAVAD","CANG",1907,TRUE,0.8411341260305,1
"77",210,FALSE,0.141027788537406,"MAGAN","ASANFA",1902,1.65247036132932,210,2.1889197339521,"MAGAN","ASANFA",1902,TRUE,0.8411341260305,1
"78",211,TRUE,-1.15668408004846,"ENALY","GADWAN",1901,2.23405155603451,211,-0.303938801755484,"ENALY","GADWAN",1900,TRUE,0.8411341260305,1
"79",218,FALSE,-2.75313073114943,"JACAB","WALAN",1901,1.65925351517211,218,0.180241776605553,"JACAB","WALAN",1901,TRUE,0.8411341260305,1
"80",198,FALSE,0.295345813765397,"DAVAD","TAD",1906,2.15736843983374,219,4.94714238321124,"DAVAD","TAD",1905,FALSE,0.8411341260305,2
"81",221,TRUE,-0.973934239985149,"MADASA","WALTAN",1918,1.79026887114804,221,1.42395533010803,"MADASA","WALTAN",1918,TRUE,0.8411341260305,1
"82",224,FALSE,1.87962991155489,"BRANDA","ANDARS",1918,1.72843078519654,224,3.22502794660979,"BRANDA","ANDARS",1919,TRUE,0.8411341260305,1
"83",228,TRUE,0.523117924529558,"ZACARY","SARNAN",1910,1.51776321893757,228,1.48340693265345,"ZACARY","SARNAN",1910,TRUE,0.8411341260305,1
"84",229,FALSE,-2.60520503012975,"RACAL","CARY",1917,3.90237048743267,229,-0.572860860231167,"RACAL","CARY",1917,TRUE,0.8411341260305,1
"85",239,TRUE,1.74559158677502,"RACAL","CANG",1900,2.48899351143312,239,3.36633640194591,"RACAL","CANG",1900,TRUE,0.8411341260305,1
"86",244,TRUE,-0.533370193471794,"DANAL","ANDARS",1918,2.97505596353001,244,-0.0546098851091885,"DANAL","ANDARS",1918,TRUE,0.8411341260305,1
"87",247,FALSE,-0.764188465840613,"ANDR","BRADY",1920,2.14298811904579,247,1.35536235859975,"ANDR","BRADY",1920,TRUE,0.8411341260305,1
"88",254,TRUE,0.334101632559749,"DAVAD","WALAN",1924,2.0352829474559,254,-0.611560206017551,"DAVAD","WALAN",1925,TRUE,0.8411341260305,1
"89",770,FALSE,-2.12294338334398,"SARAH","ANDARS",1924,1.91625683351457,258,1.13832670689017,"SARAH","ANDARS",1923,FALSE,0.8411341260305,3
"90",263,TRUE,1.45465077719677,"LARAN","CANG",1906,2.36169569930564,263,4.17230133832885,"LARAN","CANG",1905,TRUE,0.8411341260305,2
"91",267,FALSE,1.50480277818835,"CRASTA","PATAR",1904,2.16819799365025,267,4.48761459780151,"CRASTA","PATAR",1904,TRUE,0.8411341260305,1
"92",269,TRUE,-1.30459187561531,"HANAH","SARNAN",1925,2.1187480226792,269,0.33086401426515,"HANAH","SARNAN",1925,TRUE,0.8411341260305,1
"93",273,TRUE,2.39081496295997,"ABAGAL","CANG",1920,2.55970761767457,273,3.32011725847469,"ABAGAL","CANG",1920,TRUE,0.8411341260305,1
"94",278,FALSE,-1.36237132035899,"JASAC","ANDARS",1905,2.82009826150641,278,0.315844387322388,"JASAC","ANDARS",1905,TRUE,0.8411341260305,1
"95",758,FALSE,2.00378199267129,"HANAH","MALAN",1914,1.0564550866003,281,-1.58893660326596,"HANAH","MALAN",1915,FALSE,0.8411341260305,2
"96",282,FALSE,-1.47195385579391,"ALAX","PATAR",1921,1.83771261270665,282,2.12388016071942,"ALAX","PATAR",1922,TRUE,0.8411341260305,1
"97",373,TRUE,0.64776167202384,"ELASAB","CARY",1904,0.632603471261195,286,4.17967088601826,"ELASAB","CARY",1905,FALSE,0.8411341260305,2
"98",286,TRUE,0.153324457793252,"ELASAB","CARY",1905,0.632603471261195,286,4.17967088601826,"ELASAB","CARY",1905,TRUE,0.8411341260305,2
"99",288,TRUE,1.84538101220269,"BRAN","ANDARS",1917,1.5560912668109,288,3.59654417206594,"BRAN","ANDARS",1918,TRUE,0.8411341260305,1
"100",289,TRUE,-1.28430012808939,"JASAC","AVAL",1903,1.77308217609668,289,-1.16631785884114,"JASAC","AVAL",1903,TRUE,0.8411341260305,1
"101",290,TRUE,-0.51368066928128,"ENALY","ANDARS",1905,3.91581166592884,290,2.32715280514452,"ENALY","ANDARS",1905,TRUE,0.8411341260305,1
"102",536,TRUE,0.542864727829941,"JASAC","MALAN",1920,2.01507125089738,291,4.05842350605965,"JASAC","MALAN",1921,FALSE,0.8411341260305,2
"103",291,TRUE,1.17856947175946,"JASAC","MALAN",1921,2.01507125089738,291,4.05842350605965,"JASAC","MALAN",1921,TRUE,0.8411341260305,2
"104",294,FALSE,-1.59883719240471,"CRASTA","PATAR",1923,2.67371881536317,294,2.12097403864051,"CRASTA","PATAR",1923,TRUE,0.8411341260305,1
"105",295,FALSE,-1.25729240144098,"MAGAN","AVAL",1919,1.88670477033062,295,0.289761620543775,"MAGAN","AVAL",1919,TRUE,0.8411341260305,1
"106",507,TRUE,-0.244057261360143,"SANANT","CANP",1921,2.5331928113867,297,0.877801699018004,"SANANT","CANP",1921,FALSE,0.8411341260305,2
"107",297,FALSE,-1.88581044662948,"SANANT","CANP",1921,2.5331928113867,297,0.877801699018004,"SANANT","CANP",1921,TRUE,0.8411341260305,2
"108",300,FALSE,-2.66864231872903,"ALAXAN","BRDY",1917,2.23888638876271,300,-1.8971003655673,"ALAXAN","BRADY",1917,TRUE,0.8411341260305,2
"109",303,FALSE,-0.911834830351298,"CRASTA","ANDARS",1903,1.71347297091454,303,3.02208603794673,"CRASTA","ANDARS",1903,TRUE,0.8411341260305,1
"110",305,FALSE,1.22834347500208,"MADASA","WALAN",1908,1.53090104510389,305,3.7118575475124,"MADASA","WALAN",1907,TRUE,0.8411341260305,1
"111",770,FALSE,-2.12294338334398,"SARAH","ANDARS",1924,1.91625683351457,306,2.15813354107484,"SARAH","ANDARS",1923,FALSE,0.8411341260305,3
"112",311,TRUE,-0.450723286237911,"SANANT","PATAR",1914,1.98889668926316,311,1.10868065475962,"SANANT","PATAR",1914,TRUE,0.8411341260305,1
"113",314,TRUE,-1.90375346287294,"ELASAB","BRADY",1908,0.940429225288351,314,0.544374261397918,"ELASAB","BRADY",1908,TRUE,0.8411341260305,1
"114",316,FALSE,-0.314458548143505,"DAVAD","AVAL",1915,1.50556926200803,316,1.00495844112331,"DAVAD","AVAL",1915,TRUE,0.8411341260305,1
"115",320,FALSE,-0.821857917467019,"LARAN","ASANFA",1922,2.31666927617025,320,1.69490361931698,"LARAN","ASANFA",1922,TRUE,0.8411341260305,1
"116",322,FALSE,0.124772937429788,"RACAL","CANP",1907,2.39063986712258,322,1.79702675537613,"RACAL","CANP",1907,TRUE,0.8411341260305,2
"117",848,FALSE,-0.509887790998773,"JAN","BRADY",1916,2.49227497908164,324,1.58121120231179,"JAN","BRADY",1915,FALSE,0.8411341260305,1
"118",69,FALSE,-0.785077046124528,"TALAR","WALAN",1910,0.205470487616065,327,-0.0616883228621958,"TALAR","WALAN",1909,FALSE,0.8411341260305,2
"119",263,TRUE,1.45465077719677,"LARAN","CANG",1906,2.36169569930564,328,2.7280593797154,"LARAN","CANG",1905,FALSE,0.8411341260305,2
"120",332,TRUE,-1.53990148268557,"BRAN","GADWAN",1916,1.86586210247379,332,1.21225685055787,"BRAN","GADWAN",1915,TRUE,0.8411341260305,1
"121",691,FALSE,1.31099271854866,"TALAR","BRADY",1900,1.93272767433241,335,3.92035027513905,"TALAR","BRADY",1900,FALSE,0.8411341260305,2
"122",335,TRUE,0.772613211859658,"TALAR","BRADY",1899,1.93272767433241,335,3.92035027513905,"TALAR","BRADY",1900,TRUE,0.8411341260305,2
"123",340,FALSE,-0.247740327258408,"HANAH","SNAT",1900,2.37639173805218,340,0.0543775442729277,"HANAH","SNAT",1900,TRUE,0.8411341260305,1
"124",341,TRUE,2.10520665086244,"TALAR","CRASTA",1914,3.09790704938939,341,4.78492252413439,"TALAR","CRASTA",1914,TRUE,0.8411341260305,1
"125",344,TRUE,1.08122882614624,"BRAN","MALAN",1907,2.712107663527,344,2.83706452659816,"BRAN","MALAN",1906,TRUE,0.8411341260305,1
"126",345,TRUE,0.461402792166874,"OLAV","ANDARS",1905,1.09648522192043,345,2.83636259856536,"OLAV","ANDARS",1905,TRUE,0.8411341260305,2
"127",349,FALSE,-1.63561175256452,"ELASAB","CRASTA",1924,1.54472380016208,349,-1.54912107072566,"ELASAB","CRASTA",1925,TRUE,0.8411341260305,2
"128",351,TRUE,-0.804498617534148,"SANANT","ANDARS",1909,1.31053799385151,351,0.852755420442536,"SANANT","ANDARS",1910,TRUE,0.8411341260305,1
"129",757,FALSE,-0.182842293031793,"ALAX","MALAN",1912,2.22150775176678,352,5.48667042547456,"ALAX","MALAN",1913,FALSE,0.8411341260305,3
"130",353,TRUE,0.443293229935966,"RAN","CRASTA",1923,2.74355260002311,353,3.48363529816538,"RAN","CRASTA",1923,TRUE,0.8411341260305,1
"131",356,TRUE,-2.1249899608636,"LARAN","CANG",1903,2.36169569930564,356,0.134310119047346,"LARAN","CANG",1903,TRUE,0.8411341260305,1
"132",762,FALSE,2.69068282978268,"WALAN","CANG",1901,1.22155335422462,357,4.09413865753455,"WALAN","CANG",1900,FALSE,0.8411341260305,2
"133",98,TRUE,-1.15850335514952,"VACTAR","SNAT",1903,3.34098669345467,358,3.36543050193983,"VACTAR","SNAT",1902,FALSE,0.8411341260305,2
"134",721,TRUE,-0.922939253395721,"ABAGAL","CANG",1914,3.25300060977193,361,3.83770258139694,"ABAGAL","CANG",1914,FALSE,0.8411341260305,2
"135",367,TRUE,-2.19829535207063,"ANTANY","WALPAR",1924,2.65550141582119,367,-0.4173180088085,"ANTANY","WALPAR",1924,TRUE,0.8411341260305,2
"136",152,FALSE,0.165090441994524,"ANTANY","WALPAR",1925,2.65550141582119,367,-0.4173180088085,"ANTANY","WALPAR",1924,FALSE,0.8411341260305,2
"137",369,TRUE,0.871702899470439,"JASAC","WALAN",1902,2.40286874620998,369,4.53036950049295,"JASAC","WALAN",1901,TRUE,0.8411341260305,1
"138",370,TRUE,-0.73750737981394,"MAGAN","BRADY",1921,2.56650486552734,370,2.19071506940762,"MAGAN","BRADY",1922,TRUE,0.8411341260305,1
"139",373,TRUE,0.64776167202384,"ELASAB","CARY",1904,0.632603471261195,373,2.3461805162091,"ELASAB","CARY",1904,TRUE,0.8411341260305,2
"140",286,TRUE,0.153324457793252,"ELASAB","CARY",1905,0.632603471261195,373,2.3461805162091,"ELASAB","CARY",1904,FALSE,0.8411341260305,2
"141",376,FALSE,0.418699911643124,"CRASTA","GADWAN",1911,3.34794816855028,376,4.92127777193165,"CRASTA","GADWAN",1911,TRUE,0.8411341260305,1
"142",205,TRUE,-0.998352350602608,"SANANT","BRADY",1913,1.0947035111278,377,2.79436080970376,"SANANT","BRADY",1914,FALSE,0.8411341260305,2
"143",582,FALSE,-1.99073216966276,"MADASA","CARY",1907,2.80315437810879,378,4.6205890232072,"MADASA","CARY",1908,FALSE,0.8411341260305,1
"144",379,TRUE,0.279748555975214,"TALAR","FASAR",1911,1.96099164900212,379,3.99651242069602,"TALAR","FASAR",1911,TRUE,0.8411341260305,1
"145",382,TRUE,-0.389507053557831,"DAVAD","PATAR",1901,2.2864575773996,382,1.25787566194508,"DAVAD","PATAR",1901,TRUE,0.8411341260305,1
"146",387,TRUE,-0.644922969380705,"VACTAR","MALAN",1908,0.361341968434929,387,0.534410346365141,"VACTAR","MALAN",1908,TRUE,0.8411341260305,1
"147",394,TRUE,-0.109043094057174,"DANAL","SARNAN",1919,3.42767646800613,394,6.54189888300512,"DANAL","SARNAN",1920,TRUE,0.8411341260305,1
"148",397,TRUE,2.27771641749764,"ALAX","SNAT",1901,2.71188963169127,397,3.98215564678802,"ALAX","SNAT",1901,TRUE,0.8411341260305,1
"149",399,FALSE,1.0848236507532,"JAS","SARNAN",1902,1.00222534000507,399,6.36838039657909,"JAS","SARNAN",1902,TRUE,0.8411341260305,2
"150",881,TRUE,-0.914274951007912,"JAS","SARNAN",1901,1.00222534000507,399,6.36838039657909,"JAS","SARNAN",1902,FALSE,0.8411341260305,2
"151",403,TRUE,-0.515729576318577,"JASTAN","JASAN",1924,1.20013518657316,403,2.44440454354373,"JASTAN","JASAN",1924,TRUE,0.8411341260305,1
"152",322,FALSE,0.124772937429788,"RACAL","CANP",1907,2.39063986712258,404,4.46593429808112,"RACAL","CANP",1906,FALSE,0.8411341260305,2
"153",408,FALSE,-0.285034916160804,"VACTAR","CANG",1911,1.88612389140565,408,0.850217681246495,"VACTAR","CANG",1910,TRUE,0.8411341260305,1
"154",409,TRUE,-0.326169657195774,"EN","GADWAN",1901,2.8033604853169,409,1.78296257814014,"EN","GADWAN",1901,TRUE,0.8411341260305,1
"155",634,FALSE,1.56758300969135,"NACAL","MALAN",1905,1.18778213557263,414,2.25328639896416,"NACAL","MALAN",1906,FALSE,0.8411341260305,3
"156",518,FALSE,1.67731143192609,"OLAV","SNAT",1915,3.16566653171305,415,-0.15466328654271,"OLAV","SNAT",1916,FALSE,0.8411341260305,1
"157",417,FALSE,-0.201847347527333,"MAT","CANG",1908,2.38955939680041,417,2.97229426402112,"MAT","CANG",1908,TRUE,0.8411341260305,1
"158",423,FALSE,-1.77321014799733,"MADASA","CRASTA",1916,2.77243462488403,423,-2.35292770315236,"MADASA","CRASTA",1916,TRUE,0.8411341260305,1
"159",426,TRUE,0.384930043855659,"ZACARY","WABSTA",1916,2.59490414321246,426,0.682399994532845,"ZACARY","WABSTA",1916,TRUE,0.8411341260305,1
"160",427,FALSE,1.83383171060785,"VACTAR","SARNAN",1920,2.56760196720953,427,3.29495038922789,"VACTAR","SARNAN",1921,TRUE,0.8411341260305,1
"161",550,FALSE,-0.768350160459485,"DANAL","MALAN",1916,1.43645043802954,429,1.15137516898303,"DANAL","MALAN",1915,FALSE,0.8411341260305,2
"162",431,TRUE,-1.1848066201176,"BRANDA","WABSTA",1918,1.85361887143334,431,0.0422167912136728,"BRANDA","WABSTA",1918,TRUE,0.8411341260305,1
"163",432,FALSE,-0.168866165529403,"BRAN","WALTAN",1900,2.50427344313627,432,2.86839914146623,"BRAN","WALTAN",1900,TRUE,0.8411341260305,1
"164",433,TRUE,0.947463559872485,"RACAL","WALPAR",1901,1.15876129970779,433,1.9935364817623,"RACAL","WALPAR",1900,TRUE,0.8411341260305,1
"165",435,FALSE,-1.8905454736538,"ELASAB","WALAN",1906,3.03386945972707,435,-2.17392752281288,"ELASAB","WALAN",1906,TRUE,0.8411341260305,2
"166",436,FALSE,1.83883823261778,"JASTAN","WALTAN",1915,2.58095902080237,436,5.00539627389894,"JASTAN","WALTAN",1915,TRUE,0.8411341260305,1
"167",116,FALSE,3.85228047351595,"LARAN","CARY",1903,2.57642640810226,443,3.97264112218746,"LARAN","CARY",1903,FALSE,0.8411341260305,1
"168",829,FALSE,-2.52857717527413,"JASAF","WALAN",1910,2.03251930404472,444,2.36203716919351,"JASAF","WALTAN",1909,FALSE,0.8411341260305,1
"169",447,TRUE,-0.875558495681995,"VACTAR","WALTAN",1902,2.54265782308229,447,1.29953283389441,"VACTAR","WALTAN",1901,TRUE,0.8411341260305,1
